Contig	FAME000001	FAME000002	FAME000003	FAME000004	FAME000005	FAME000006	FAME000007	FAME000008	FAME000009	FAME000010	FAME000011	FAME000012	FAME000013	FAME000014	FAME000015	FAME000016	FAME000017	FAME000018	FAME000019	FAME000020	FAME000022	FAME000023
contig_70825	0.0	0.0	0.0	0.0	0.0	0.0	0.3828	1.335	0.0	14.63	0.0	0.0	11.66	0.0	0.0	0.0	0.0	0.6959	0.0	0.0	0.0	0.0
contig_70828	122.5	412.7	446.0	1206.0	286.7	285.8	118.2	215.6	854.3	232.1	708.0	1.691	191.0	276.5	264.4	245.3	1344.0	223.0	185.8	236.0	216.1	852.6
contig_70830	4.259	0.0	0.7763	0.0	1.803	0.0	0.6221	3.856	0.0	2.221	0.0	0.0	2.85	5.69	0.0	3.68	0.0	4.175	0.0	2.363	5.287	0.0
contig_70841	6.663	0.0	5.233	0.0	12.83	0.2692	1.004	9.183	0.0	10.83	0.0	0.0	12.29	7.541	20.17	6.079	0.0	10.19	0.0	7.523	13.51	0.0
contig_70872	3.123	0.0	0.0	0.0	1.465	0.0	0.6699	13.79	0.0	10.06	0.0	0.0	17.23	18.38	0.0	10.62	0.5363	16.93	0.0	19.79	14.31	0.0
contig_70883	11.36	0.0	26.99	0.0	26.5	0.0	2.298	25.82	0.0	30.33	0.0	0.0	37.46	32.63	0.0	49.15	0.5367	43.4	0.0	38.43	26.14	0.2814
contig_70897	1.703	10.76	1.164	0.0	5.861	0.0	0.0	3.707	0.0	3.658	0.0	0.0	2.202	2.955	0.0	3.114	0.0	3.248	0.0	2.954	1.399	0.0
contig_70937	53.36	119.4	265.2	1.92	142.8	65.52	6.188	99.76	0.4842	97.17	236.0	0.678	91.82	128.3	82.77	139.1	0.2688	117.4	330.8	140.5	113.6	1.691
contig_70941	1.278	0.0	0.3884	0.0	3.045	0.0	0.3352	2.523	0.0	3.66	0.0	0.0	3.759	3.285	0.0	5.524	0.0	8.704	0.0	2.808	9.335	0.0
contig_70988	9.93	8.326	23.66	0.0	29.06	153.0	2.104	27.86	0.0	35.25	0.0	0.0	30.04	29.31	0.0	27.87	0.536	28.86	0.7007	23.47	31.7	0.281
contig_70991	2.987	0.0	0.5833	0.3198	3.162	0.135	1.007	3.714	0.0	5.628	0.2121	127.0	8.437	6.139	0.0	18.58	0.0	10.23	0.0	16.72	5.452	0.5634
contig_71003	34.09	723.9	143.1	46.31	68.57	21.71	7.422	43.33	22.71	41.96	33.89	547.8	46.93	52.34	19.32	56.09	35.69	64.87	65.95	48.62	56.63	22.51
contig_71034	3.267	0.0	6.797	0.0	8.345	0.0	1.58	7.42	0.0	8.627	0.0	0.0	11.93	8.212	0.0	9.206	0.0	10.33	0.0	13.45	4.045	0.2814
contig_71044	3.862	0.0	5.084	0.0	8.744	0.0	0.5785	2.839	0.0	5.265	0.0	0.0	3.655	4.19	0.0	2.282	0.0	4.09	0.4709	5.804	4.857	0.0
contig_71053	21.18	0.0	0.1943	0.0	15.23	0.0	0.1916	7.721	0.0	2.616	0.0	0.0	6.097	5.15	0.0	3.827	0.0	1.277	0.0	2.514	4.671	0.0
contig_71073	4.69	0.0	25.84	0.0	2.483	0.1349	0.4791	2.376	0.0	2.747	0.6358	0.0	2.335	2.958	0.0	6.236	0.0	7.664	0.0	7.098	5.76	0.0
contig_71074	3.227	0.0	3.069	0.0	7.017	0.0	0.9931	6.449	0.0	8.65	0.0	0.0	8.45	8.868	0.0	8.533	0.0	14.9	0.0	7.736	3.842	6.392
contig_71076	9.375	0.0	221.6	0.0	8.12	0.0	0.4788	9.794	0.0	10.98	0.0	1.015	8.945	11.61	0.1972	20.4	0.0	11.95	0.0	14.19	6.846	0.0
contig_71077	21.06	518.2	23.54	0.0	46.89	0.1351	2.974	35.09	0.3228	35.75	0.4244	0.339	38.57	46.07	0.0	27.25	0.0	31.28	0.0	25.02	22.29	0.5638
contig_71086	6.396	0.0	2.137	0.0	6.658	0.0	1.054	6.236	0.0	13.08	0.0	0.0	5.707	4.273	0.0	4.535	0.0	6.968	0.0	10.8	6.072	0.0
contig_71089	5.259	0.0	2.332	0.0	7.561	0.0	0.8624	6.533	0.0	10.46	0.0	0.0	12.19	8.217	0.0	6.094	0.0	6.387	0.0	1.922	2.958	0.0
contig_71091	2.839	1.736	9.315	0.3192	6.988	529.2	0.7656	7.267	0.0	8.491	0.4233	0.0	7.903	8.754	2.857	8.351	2.413	10.32	0.0	13.0	10.57	0.0
contig_71142	1.28	0.0	16.72	0.0	5.533	0.0	0.09588	5.943	0.1613	4.319	0.0	0.0	3.115	5.262	0.0	5.389	0.0	1.627	0.0	5.919	3.895	0.0
contig_71151	4.978	0.0	18.86	0.0	32.41	0.0	0.815	13.37	0.1613	11.78	0.0	0.0	18.04	13.38	0.0	11.91	0.0	10.92	0.2341	11.84	8.88	0.0
contig_71153	6.542	0.0	0.1944	0.0	0.3388	0.0	0.3356	2.526	0.0	0.0	0.0	0.0	0.1298	9.648	0.0	0.0	0.0	0.581	0.0	0.5919	0.6231	0.0
contig_71186	7.115	0.0	11.67	0.0	19.89	0.9456	1.391	16.5	0.0	13.49	54.75	0.0	16.1	9.763	0.0	10.22	0.0	11.28	0.0	11.4	11.85	0.0
contig_71201	33.38	0.0	3.69	0.0	26.5	0.0	0.814	14.84	0.0	13.59	0.0	0.0	19.19	22.34	0.0	2.691	0.0	3.366	0.0	16.11	11.2	0.0
contig_71215	15.38	0.0	21.22	0.6404	20.24	0.0	2.592	30.5	0.0	27.91	1.062	1.018	34.57	30.63	0.09883	27.26	0.0	31.65	0.0	47.41	27.45	0.0
contig_71223	3.7	0.696	0.5837	0.0	10.73	0.0	2.734	3.717	0.0	42.17	0.4244	0.0	73.38	22.71	0.2963	6.527	0.0	11.98	0.0	5.182	35.23	0.0
contig_71226	13.29	0.6991	40.06	308.9	8.965	0.2714	83.69	12.84	0.0	19.6	0.0	0.0	20.35	30.41	168.4	49.88	0.27	35.85	0.0	16.66	15.34	63.42
contig_71238	4.826	0.6943	15.53	0.0	18.82	1.617	0.1436	5.339	0.0	5.356	0.0	0.0	3.368	2.845	0.0	7.361	0.0	5.451	0.0	6.794	4.198	0.0
contig_71254	8.254	0.696	6.615	0.0	19.32	0.2702	1.055	10.41	0.0	10.74	0.0	0.0	16.23	7.569	0.0	4.683	0.2688	9.302	0.0	3.998	6.391	0.0
contig_71262	8.396	0.0	5.058	0.0	12.65	0.2702	6.092	54.26	0.0	38.24	0.0	0.0	52.86	32.03	0.0	42.14	0.0	50.81	0.0	59.82	30.24	0.0
contig_71275	13.94	0.0	19.25	0.0	15.58	0.0	3.164	31.2	0.0	33.5	0.0	0.0	22.97	30.7	0.0	23.82	0.0	24.98	0.0	24.56	19.94	0.0
contig_71278	7.665	0.0	5.046	0.0	27.39	0.0	1.148	4.004	0.0	7.577	0.4233	0.0	8.162	4.377	0.0	4.813	0.0	4.987	0.0	1.329	7.619	0.0
contig_71283	21.36	0.0	0.0	0.0	1.47	0.0	1.536	3.422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.142	0.0	0.0	0.0	0.0	2.496	0.0
contig_71298	43.9	1.039	26.91	0.0	88.37	0.2688	7.733	47.34	0.3212	58.9	2.534	0.0	61.13	42.24	0.8845	25.98	0.535	40.49	0.0	22.84	51.96	0.561
contig_71302	7.12	0.0	12.65	0.0	10.51	0.0	0.48	7.289	0.1615	8.649	0.0	0.0	7.667	6.257	0.0	7.809	0.538	6.981	0.0	9.482	5.459	0.0
contig_71314	2.848	0.0	0.7787	0.0	2.713	0.0	0.336	5.207	0.0	7.731	0.0	0.0	9.227	2.415	0.0	5.254	0.0	3.374	0.0	2.519	9.671	0.0
contig_71335	10.39	0.0	6.035	0.0	18.43	0.0	0.624	4.612	0.0	9.566	0.0	0.0	9.487	7.355	0.0	3.266	0.0	5.701	0.0	3.259	9.827	0.0
contig_71338	7.689	0.0	9.539	0.0	21.59	0.0	1.152	12.64	0.0	17.17	0.0	0.0	17.67	21.95	0.1977	16.75	0.0	14.89	0.0	13.78	15.75	0.0
contig_71347	20.8	20.56	16.75	0.6408	66.52	0.0	3.362	31.11	0.0	35.01	70.54	0.0	31.99	28.67	4.945	42.34	0.0	23.52	0.0	32.32	31.84	0.0
contig_71365	5.802	24.92	5.611	0.3182	22.36	0.0	0.9541	9.757	0.0	8.595	0.0	0.3371	9.944	5.673	0.0	5.362	0.0	6.128	0.0	5.742	6.665	0.0
contig_71381	15.82	0.0	3.701	0.0	15.05	0.0	0.9126	10.42	0.0	20.19	0.0	0.0	13.0	6.48	0.0	2.984	0.0	1.513	0.0	2.52	3.278	0.0
contig_71428	9.968	0.0	0.0	0.0	7.801	0.0	0.672	5.504	0.0	6.814	0.0	0.0	7.407	9.44	0.0	6.39	0.0	14.78	0.0	21.63	36.34	0.0
contig_71455	10.41	0.0	55.16	0.0	16.07	0.0	2.115	19.21	0.0	26.24	0.0	0.0	20.3	20.22	0.0	39.81	0.2693	24.7	0.0	25.81	21.55	0.0
contig_71462	6.558	0.0	5.458	0.0	23.77	0.0	0.817	9.831	0.3234	15.09	0.0	0.0	15.87	8.902	0.0	3.128	0.0	6.407	0.4695	3.857	11.4	0.0
contig_71465	0.5703	0.0	1.17	0.0	0.0	0.0	0.0	0.2979	0.0	1.443	0.0	0.0	1.301	12.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
contig_71477	6.822	0.0	25.45	0.0	12.07	50.59	1.533	14.85	0.0	19.23	0.0	0.0	19.98	21.26	0.0	12.19	0.0	9.871	0.0	9.908	14.01	0.0
contig_71484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
contig_71492	1.283	0.0	3.703	0.0	0.566	0.0	0.1442	2.532	0.0	4.198	0.0	0.0	2.472	3.517	0.0	8.957	0.0	3.844	0.0	1.483	2.343	0.0
contig_71497	1.569	0.0	2.926	8.983	4.078	0.0	0.0	4.471	0.0	7.089	0.0	0.0	3.125	7.038	0.0	6.686	0.0	1.049	0.0	8.758	0.9376	0.0
contig_71500	4.28	0.0	21.06	0.0	7.816	0.2709	0.4328	7.154	0.0	9.19	0.0	0.0	4.557	7.258	0.0	11.67	0.0	8.742	0.0	8.906	9.22	0.0
contig_71507	4.85	0.0	3.901	0.0	3.738	0.0	0.5771	5.216	0.0	5.383	0.0	0.0	4.557	6.599	0.0	4.837	0.0	5.945	0.0	10.98	7.345	0.0
contig_71534	18.05	164.5	8.093	0.0	25.56	217.0	3.407	30.92	0.0	30.29	0.2153	0.0	31.23	35.5	0.0	33.4	0.5455	33.38	0.4754	28.24	32.74	0.0
contig_71550	3.83	10.06	8.728	0.0	4.393	0.0	0.7173	6.225	0.4826	8.225	0.0	0.0	12.69	7.546	0.0	10.04	0.0	10.2	0.0	10.04	8.702	0.0
contig_71607	4.403	0.0	5.631	0.0	13.76	0.0	1.006	9.794	0.0	10.85	0.2118	0.0	9.204	7.993	0.0	3.399	0.0	7.195	0.0	3.695	7.001	0.0
contig_71621	5.853	0.0	13.27	0.642	4.76	0.0	0.6256	4.027	0.0	6.043	0.0	0.0	4.299	3.411	0.0	8.683	0.0	4.316	0.0	3.565	5.16	0.0
contig_71624	3.277	7.317	23.96	0.0	9.616	0.0	1.153	9.08	0.0	11.28	0.0	0.0	10.79	9.885	0.0	6.82	1.884	5.937	0.0	2.817	5.307	0.0
contig_71638	2.998	0.0	10.54	0.0	1.7	0.0	0.1925	1.342	0.0	3.416	0.0	0.0	0.6514	2.861	0.0	2.847	0.0	5.132	0.4701	6.09	5.16	0.0
contig_71643	33.95	0.0	166.4	0.3208	92.66	0.0	18.52	55.89	0.8089	49.36	0.0	0.0	33.72	63.68	52.08	67.43	1.348	56.65	0.4698	75.41	44.22	76.3
contig_71660	30.98	0.0	11.9	0.642	23.8	0.0	0.8181	5.22	0.0	4.466	0.0	0.0	6.123	3.301	0.0	2.135	0.0	1.166	0.0	6.387	4.535	0.0
contig_71693	66.14	0.6986	4.492	0.6424	31.53	0.2712	6.452	72.23	0.162	66.51	0.852	0.6806	80.04	71.46	0.1983	134.2	1.079	134.8	0.0	148.2	146.0	0.0
contig_71724	4.0	0.3493	6.444	0.0	6.691	170.0	0.8667	7.611	0.0	10.65	5.964	0.0	5.215	9.47	0.1983	13.25	0.0	8.286	0.0	9.066	5.163	0.0
contig_71777	2.287	0.0	1.172	0.0	1.702	0.0	0.3855	6.122	0.0	6.84	0.0	0.0	6.653	4.628	0.0	3.563	0.0	3.387	0.0	0.2974	1.722	0.0
contig_71822	13.63	23.95	14.75	0.0	27.95	0.0	2.728	17.35	0.0	18.81	0.0	0.3382	17.49	13.68	0.0	10.19	0.2682	14.5	0.0	14.18	18.19	0.0
contig_71824	15.29	58.72	12.12	0.6428	31.44	235.4	2.891	17.02	0.0	23.54	0.0	0.0	30.13	24.13	0.0	24.94	0.0	21.72	0.0	16.36	15.03	0.0
contig_71827	81.55	75.31	50.29	0.3206	127.6	9.88	8.411	76.86	0.0	95.25	259.6	0.6793	97.72	68.58	0.2969	86.86	1.616	72.11	0.9389	63.49	103.2	1048.0
contig_71829	7.28	54.81	11.51	0.963	7.027	0.4065	1.203	11.93	0.6476	16.03	2443.0	0.6801	9.901	19.92	0.09908	11.81	0.0	8.281	0.0	8.912	6.098	0.2828
contig_71830	177.8	4.581	60.29	0.3241	277.5	0.4104	16.66	156.3	0.3269	212.6	17.19	1.03	171.0	127.2	0.9002	72.57	3.539	102.6	5.22	55.78	153.4	1.427
contig_71845	4.288	0.0	22.47	18.32	6.582	0.0	1.445	14.33	0.0	12.23	0.0	0.0	10.04	40.11	0.0	21.38	0.0	19.97	0.0	7.585	14.72	0.0
contig_71865	9.582	0.0	13.88	4.503	18.74	0.0	1.591	23.76	0.0	19.08	0.6398	27.6	17.36	41.12	2.382	44.64	4.593	23.25	1.413	20.54	19.27	0.5666
contig_71897	51.77	593.9	104.6	129.6	120.8	222.2	21.21	86.06	62.61	100.9	435.5	512.4	102.3	111.8	103.7	105.2	142.4	106.7	373.7	106.5	99.48	66.86
contig_7190	2.758	0.2409	1.751	0.443	6.1	762.3	0.5977	4.939	0.3351	6.164	0.2938	0.9386	4.315	4.024	0.0	3.634	0.0	3.783	0.0	2.05	3.668	0.0
contig_71912	1.855	0.0	0.0	0.0	1.926	0.0	0.6252	4.173	0.0	2.101	0.0	0.3399	0.9114	2.309	0.0	6.402	0.0	4.779	0.0	5.492	3.75	0.0
contig_71927	11.16	0.0	0.0	0.0	0.0	0.0	0.1928	1.046	0.0	0.0	0.0	0.0	0.2611	0.2205	0.0	0.0	0.0	1.87	0.0	0.0	0.0	0.0
contig_7193	31.73	1.004	24.62	0.6595	66.37	847.0	5.517	47.25	0.1996	57.54	0.3499	1.258	54.5	55.57	0.08142	63.64	0.3324	61.44	0.0	37.05	41.57	0.4648
contig_71940	0.8581	0.0	0.0	0.0	0.0	0.0	0.09642	3.138	0.0	5.396	0.0	0.0	12.27	4.41	0.0	0.0	0.0	0.0	0.0	0.0	0.6266	0.0
contig_71942	15.02	0.0	0.1955	0.0	12.49	0.0	0.7714	9.563	0.0	8.818	0.0	0.0	7.048	11.58	0.0	3.138	0.0	4.324	0.4709	8.185	9.556	0.0
contig_71946	40.8	0.0	24.16	0.0	60.34	0.1364	4.988	50.88	0.0	62.92	0.2142	0.0	58.73	52.27	0.2991	48.56	0.8141	54.7	0.473	48.28	68.76	0.2846
contig_71956	5.204	0.0	20.96	0.3163	12.28	0.534	0.8534	5.583	0.0	9.059	0.0	0.0	9.241	8.89	4.1	16.27	4.251	15.28	0.0	17.41	12.63	0.2786
contig_7196	25.68	0.3204	32.6	1.473	62.21	652.2	4.593	45.99	0.2972	52.93	0.7814	1.561	50.46	47.47	0.0	63.62	0.0	57.38	0.0	38.99	51.52	0.0
contig_71961	3.721	0.0	0.587	0.0	2.954	0.0	0.6272	6.877	0.0	8.429	0.0	6.478	10.06	5.626	0.0	8.42	0.0	9.939	0.0	9.977	10.03	0.0
contig_71973	4.293	1.4	3.522	0.0	8.295	0.0	0.7236	5.681	0.0	7.375	0.0	0.0	7.053	28.24	0.0	13.84	0.0	9.354	0.2356	8.19	8.622	0.0
contig_71981	22.4	8.373	107.9	22.78	33.98	21.94	4.28	25.04	13.1	32.43	20.0	17.67	29.3	34.09	4.753	30.3	17.52	29.61	42.98	28.8	25.16	8.761
contig_71988	81.24	161.9	199.4	1083.0	155.1	17.65	16.2	119.4	26.92	147.7	10.45	394.9	133.4	139.0	11.71	131.5	60.79	123.4	66.87	124.3	127.7	32.86
contig_7199	4.097	0.177	0.1919	0.06906	3.839	0.01666	3.374	4.987	0.03234	49.1	0.03598	0.03135	116.9	13.35	0.08678	2.763	0.1906	6.406	0.1481	7.815	110.7	0.2173
contig_72008	3.005	0.0	19.37	0.0	9.204	68.6	0.6754	10.17	0.0	8.429	0.0	0.0	11.89	7.061	0.0	14.7	0.0	6.197	0.0	8.19	4.86	0.0
contig_72039	8.014	0.0	4.304	0.0	8.522	0.0	1.158	5.083	0.0	6.98	0.0	0.0	9.143	5.957	0.0	6.136	0.0	8.185	0.0	5.509	11.76	0.0
contig_72054	2.434	0.0	2.154	0.0	0.9096	0.0	0.2896	5.087	0.0	1.45	0.0	0.0	1.438	1.877	0.0	4.712	0.0	7.02	0.0	8.642	1.725	0.0
contig_72055	2.721	0.0	6.656	0.0	25.01	0.0	1.014	7.779	0.0	14.36	0.0	0.0	7.972	7.396	0.0	18.85	0.0	10.53	0.0	14.01	8.157	0.0
contig_72101	4.439	0.0	8.418	0.9661	6.026	0.0	0.1448	7.031	0.0	3.558	0.0	0.0	4.836	6.182	0.0	3.284	0.0	4.68	0.0	9.387	7.372	0.0
contig_72130	16.9	0.7004	1.37	0.0	15.69	0.0	0.6275	10.32	0.0	9.488	0.0	0.0	18.56	23.51	0.0	2.142	0.0	5.616	0.0	15.35	14.12	0.0
contig_72208	3.582	0.0	3.33	0.0	5.006	0.0	1.063	9.73	0.0	7.384	0.4273	1.365	7.323	7.843	0.09945	9.573	0.0	7.61	0.0	7.455	4.081	0.0
contig_72211	10.03	0.0	5.877	0.0	8.988	0.0	0.1449	2.245	0.0	3.165	0.0	0.0	3.139	3.866	0.0	9.716	0.0	3.629	0.0	2.087	4.709	0.0
contig_72234	2.724	0.0	0.196	0.0	0.2277	0.2722	0.0	0.4494	0.0	0.2639	0.0	0.0	0.6543	15.7	0.0	0.0	0.0	0.2343	0.0	0.0	1.099	0.0
contig_72301	12.62	0.0	13.53	0.0	1.935	0.0	0.3383	6.291	0.0	1.979	0.0	0.0	1.57	35.04	964.1	15.16	0.0	15.35	0.4721	8.205	3.612	1.988
contig_72306	8.173	0.7013	18.82	0.0	16.51	101.8	2.948	15.13	0.0	38.13	143.7	0.0	67.26	25.97	0.2985	21.87	0.0	20.62	5.193	17.6	31.73	0.5681
contig_72325	5.452	0.0	6.081	0.0	5.923	0.0	2.031	13.94	0.0	17.96	0.0	0.0	16.11	15.71	1.195	14.16	0.0	19.46	0.0	19.56	15.56	1.421
contig_72350	10.33	0.0	9.807	0.0	18.0	0.0	2.563	8.544	0.0	13.99	0.0	0.0	14.14	7.078	0.0	6.867	0.0	7.62	0.0	4.628	10.84	0.0
contig_72358	5.602	0.0	0.0	0.0	2.851	0.0	0.9201	10.06	0.0	9.121	0.0	0.0	6.162	3.211	0.0	10.74	0.0	10.8	0.0	12.41	14.16	0.0
contig_72363	0.2869	0.0	0.0	0.0	0.7974	0.0	0.3385	10.49	0.0	5.017	0.0	0.0	5.499	5.751	0.0	0.0	0.0	0.0	0.0	0.1493	0.9429	0.0
contig_72365	17.19	0.7008	7.248	0.0	21.39	1.632	4.83	15.87	0.325	47.21	4.914	0.3414	68.79	28.17	3.481	26.86	9.745	36.18	4.482	31.91	56.5	3.122
contig_72375	0.5739	0.0	0.0	0.0	15.83	0.0	0.2902	1.049	0.0	1.716	0.0	0.0	3.012	2.765	0.0	2.289	0.0	4.572	0.0	3.732	4.243	0.0
contig_72386	18.61	0.0	6.115	11.68	13.4	2.739	12.89	20.8	8.182	24.96	0.0	1.031	23.57	22.69	7.811	38.42	0.0	43.03	1.188	53.3	41.41	11.43
contig_72408	1.292	0.0	1.374	0.0	0.114	0.0	0.09679	1.2	0.0	1.057	0.0	0.0	0.6551	9.185	0.0	0.2863	0.0	0.0	0.0	0.0	0.0	0.0
contig_72411	11.16	0.0	15.65	0.0	13.18	0.0	1.544	12.41	0.3246	16.59	0.4268	40.57	11.89	15.11	0.0	14.27	0.0	17.54	0.0	16.08	9.406	0.0
contig_72437	3.158	0.0	4.318	0.0	6.155	1.09	0.2904	10.2	0.0	6.738	0.0	0.0	3.276	4.869	0.0	4.867	0.0	5.044	0.0	8.066	8.334	0.5688
contig_72441	102.6	0.3511	5.299	0.9685	42.63	0.0	11.32	90.44	0.6512	92.48	0.2141	0.0	113.9	100.9	0.09964	181.8	0.5424	174.3	0.2364	185.1	187.0	0.5688
contig_72446	8.306	0.0	0.1958	0.644	4.093	0.0	1.11	7.779	0.0	8.17	0.0	0.0	10.98	14.79	0.0	12.71	0.0	16.26	0.0	19.82	13.8	0.0
contig_72483	11.61	3.504	9.403	2.256	20.93	0.0	1.159	11.83	0.1625	10.94	0.0	0.3414	12.29	11.27	1.691	7.573	0.0	13.7	0.0	6.709	13.34	0.0
contig_72505	97.4	463.0	245.9	323.0	180.6	164.7	44.31	140.5	165.5	143.3	212.1	773.8	122.2	176.7	72.68	186.2	306.4	174.8	367.8	169.5	131.2	163.3
contig_72513	22.99	232.3	86.5	201.4	67.89	4.137	18.04	49.46	96.64	39.83	4.482	97.74	36.48	64.3	84.9	55.6	184.8	36.35	238.3	57.07	31.11	232.2
contig_72542	4.89	15.12	15.14	0.6469	11.76	0.0	1.309	14.28	0.0	13.37	0.0	0.0	10.5	10.09	0.09983	14.77	0.5434	9.167	0.0	5.537	6.775	0.0
contig_72545	4.74	51.99	18.07	0.0	6.273	0.0	0.1937	3.002	0.0	9.121	0.0	0.0	3.933	5.869	5.783	11.03	0.0	12.68	0.0	6.726	8.182	0.0
contig_72561	9.912	0.0	10.21	0.0	12.66	0.0	0.8232	3.602	0.0	3.701	0.0	0.0	5.113	2.215	0.0	7.305	0.0	6.103	0.0	1.196	7.553	0.0
contig_72566	2.731	0.0	34.98	0.0	3.424	0.0	0.0	3.154	0.0	1.323	0.0	0.0	3.804	1.662	0.0	3.727	0.0	1.644	0.0	4.487	2.677	0.0
contig_72573	7.331	0.0	4.323	0.0	3.196	0.0	1.114	9.311	0.0	9.127	0.0	0.0	10.76	7.535	0.0	10.32	0.0	14.92	0.0	17.35	5.668	0.0
contig_72577	2.587	0.0	19.65	0.0	11.3	0.0	0.09691	3.003	0.0	1.852	0.0	0.0	0.2624	3.546	0.0	3.297	0.0	4.228	0.0	2.243	1.102	0.0
contig_72592	2.587	0.0	0.0	0.0	11.07	0.0	0.7268	3.154	0.0	4.894	0.0	0.0	6.035	2.77	0.1995	12.18	0.0	13.62	0.0	15.7	9.29	0.0
contig_72621	5.318	0.703	6.289	0.0	5.821	0.0	0.4846	7.358	0.0	7.937	0.0	56.16	8.396	8.532	0.0	11.32	0.0	11.63	0.0	16.9	9.132	0.0
contig_72639	7.896	29.14	8.636	0.0	24.05	0.5451	0.7743	7.649	0.0	11.76	0.0	0.0	9.565	19.92	0.0	13.17	0.0	13.84	0.0	17.63	14.0	0.0
contig_72640	8.05	0.3515	5.896	0.0	15.98	0.0	5.669	6.307	0.0	12.43	0.0	0.0	14.17	7.424	0.0	4.157	0.2715	6.225	0.0	5.534	8.345	0.0
contig_72676	1.438	0.0	0.0	0.0	1.142	0.0	0.0	0.9016	0.0	1.324	0.0	0.0	0.2625	10.31	0.2995	0.0	0.0	0.1175	0.0	0.0	1.418	0.0
contig_72690	5.753	0.0	19.47	0.0	8.337	0.0	0.7273	12.17	0.0	11.78	0.0	0.0	11.29	12.86	0.09983	10.47	0.0	8.344	0.0	18.56	11.19	0.0
contig_72744	4.174	0.0	2.558	0.0	5.714	3.552	0.1941	5.563	0.0	6.622	0.0	0.0	4.203	5.326	9.789	13.49	1.903	9.408	0.0	4.043	9.459	0.0
contig_72750	3.596	0.0	4.916	0.0	10.16	0.0	0.4364	4.057	0.0	6.486	0.0	0.0	4.988	15.19	0.0	20.22	0.0	10.81	0.0	12.87	5.199	0.0
contig_72796	1.151	0.0	4.526	0.0	0.3428	0.0	0.1941	4.661	0.0	1.987	0.0	0.0	2.102	2.219	0.0	1.722	0.0	5.174	0.0	12.13	2.207	0.0
contig_72802	6.333	0.0	4.329	0.6473	3.314	1.503	0.6307	4.962	0.6529	5.298	0.0	0.0	1.97	9.542	13.19	11.19	0.5438	3.41	0.0	25.61	2.995	0.0
contig_72805	24.9	0.0	0.0	0.0	0.4571	0.0	0.09703	6.165	0.0	0.5298	0.0	0.0	1.182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3153	0.0
contig_72809	3.022	0.0	5.116	48.87	2.628	0.0	0.1941	3.609	0.0	5.43	0.0	0.0	7.881	1.886	3.896	5.023	0.2719	9.996	0.0	16.47	9.301	0.5702
contig_72820	5.742	0.3511	8.44	0.0	18.12	11.99	1.549	10.95	0.0	11.36	0.4281	0.0	16.12	13.17	0.0	5.297	0.0	8.68	0.0	5.676	14.31	0.0
contig_72825	3.582	0.0	4.114	0.0	3.186	0.0	0.3381	7.335	0.0	6.198	0.0	0.0	4.839	7.511	0.0	5.572	0.0	7.025	0.0	5.815	3.453	0.0
contig_72826	2.88	0.0	2.363	0.0	5.374	0.0	0.534	3.009	0.0	4.506	0.0	0.0	2.892	4.663	0.0	4.452	0.0	4.824	0.0	3.297	3.944	0.0
contig_72829	9.793	0.0	6.694	0.0	19.78	0.0	0.6797	6.018	0.1633	10.07	0.0	0.0	7.755	6.661	0.0	5.601	0.0	8.355	0.0	3.896	15.3	0.0
contig_72830	0.8641	0.0	0.5907	0.0	2.973	0.0	0.3398	2.407	0.0	1.458	0.0	0.0	2.892	0.9992	0.0	2.729	0.0	4.354	0.0	2.248	5.837	0.0
contig_7285	92.74	1.87	333.8	817.0	198.1	0.9435	53.5	150.0	428.0	144.2	0.684	1.093	116.9	178.0	267.3	181.8	525.4	156.5	1.007	185.5	136.2	628.7
contig_72852	23.47	0.0	0.0	0.0	3.888	0.0	0.0	1.655	0.0	3.578	0.0	0.0	2.366	2.442	0.1999	3.877	0.0	2.706	0.0	3.297	1.735	0.0
contig_72860	15.36	0.0	2.355	0.0	10.03	0.0	0.3872	7.649	0.0	12.42	0.0	0.0	10.35	8.079	0.1993	2.434	0.0	2.932	0.0	8.066	4.56	0.0
contig_72864	0.7201	0.0	1.378	0.0	0.0	0.0	0.0	2.708	0.0	2.916	0.0	0.0	1.84	12.32	0.0	0.2872	0.0	0.0	0.0	0.0	0.7888	0.0
contig_72889	8.929	0.0	50.8	0.0	19.9	0.0	2.185	17.45	0.0	22.13	0.0	0.0	23.4	16.65	0.1999	30.59	0.0	23.77	0.0	35.51	11.52	0.0
contig_72897	13.96	0.0	36.6	4.207	13.26	1.23	1.407	12.33	2.122	14.04	0.0	45.26	14.05	15.2	6.193	17.37	3.806	14.82	0.7109	21.41	13.56	5.132
contig_72902	0.5761	0.0	5.316	0.0	4.802	0.4101	0.3398	4.514	0.0	3.843	20.19	0.0	2.76	3.997	0.0	6.462	0.0	5.648	0.0	8.092	1.262	0.0
contig_72910	9.511	0.0	0.394	0.0	5.492	0.1368	1.166	14.15	0.3269	13.66	0.0	0.0	13.15	8.665	0.0	18.97	0.0	20.61	0.0	20.99	27.62	0.0
