Contig	FAME000001	FAME000002	FAME000003	FAME000004	FAME000005	FAME000006	FAME000007	FAME000008	FAME000009	FAME000010	FAME000011	FAME000012	FAME000013	FAME000014	FAME000015	FAME000016	FAME000017	FAME000018	FAME000019	FAME000020	FAME000022	FAME000023
contig_257113	6.638	0.0	20.58	0.0	10.69	18.02	0.977	12.21	0.0	12.73	0.5576	0.2227	12.88	17.44	0.06489	16.31	0.0	16.73	0.0	24.42	11.88	0.0
contig_257118	87.26	2.225	120.2	1.228	165.0	204.9	55.49	117.0	0.6191	152.6	273.9	0.0	125.5	125.9	0.3157	127.7	0.5157	123.7	0.8988	115.0	115.1	183.7
contig_257144	8.295	0.2254	12.85	0.4145	16.68	0.0	0.9942	12.23	0.209	17.64	0.0	0.0	22.04	16.91	0.0	11.4	0.3482	10.09	0.0	14.0	12.22	0.0
contig_25715	85.69	0.4801	3.623	0.0	45.59	0.0	10.16	80.09	0.0	84.1	0.0	0.0	105.1	88.31	0.6813	184.0	1.854	173.1	0.6464	183.8	179.2	0.3889
contig_257170	13.56	46.8	28.63	0.0	14.17	0.0	1.996	21.25	0.1946	23.22	0.0	110.0	18.72	31.02	0.1191	35.25	0.3242	32.53	0.0	39.64	26.13	0.0
contig_257190	5.996	0.0	19.56	0.0	6.869	0.0	0.693	12.08	0.0	15.45	0.0	0.0	18.37	10.43	0.0	14.86	0.0	11.34	0.0	12.83	8.069	0.0
contig_257210	3.977	0.2114	7.211	0.0	16.61	41.29	1.137	11.83	0.0	13.69	0.0	0.0	14.44	9.998	1.26	11.47	0.0	10.67	0.0	8.007	9.755	0.0
contig_257221	16.04	0.5645	34.08	30.63	55.44	0.2191	1.478	23.15	0.7853	32.61	11.87	24.75	22.54	20.02	10.97	35.91	27.25	22.82	0.9501	27.74	14.79	0.0
contig_257231	6.583	0.8362	8.883	0.769	9.91	0.08115	1.095	14.02	0.1939	14.4	0.0	0.0	14.2	17.2	0.2967	20.63	0.0	28.29	0.0	29.89	21.44	0.3387
contig_257234	13.0	0.6315	22.95	2.323	37.52	4.902	2.553	17.44	16.3	27.09	0.1283	0.205	22.54	20.04	12.54	18.62	1.463	26.51	0.1417	18.0	22.34	15.0
contig_257244	10.82	0.2223	6.339	0.0	18.19	0.0863	0.9501	10.07	0.0	11.8	0.4067	0.0	12.61	7.149	0.0	9.247	0.0	10.47	0.0	7.0	12.45	0.0
contig_257245	136.3	0.0	11.5	0.4449	87.42	0.0	15.77	137.8	0.2244	150.0	0.295	0.4713	180.3	151.7	0.8239	246.2	0.3738	268.3	0.8144	285.0	272.4	0.7839
contig_257290	28.8	0.0	4.227	0.0	27.57	0.1677	4.139	89.98	0.0	73.9	0.0	0.2105	119.2	76.34	0.1839	7.488	0.0	23.46	0.0	4.136	92.99	0.0
contig_257291	12.33	17.32	38.45	150.5	15.77	0.0	1.834	17.53	0.0	22.38	0.2933	0.0	15.5	24.31	0.0455	31.51	0.1239	24.05	0.2159	23.13	17.09	1.299
contig_257315	6.653	0.0	11.34	0.0	12.95	36.16	1.782	19.14	0.0	16.86	0.1359	0.0	20.13	16.09	14.04	15.27	22.38	15.41	0.0	11.85	10.68	0.0
contig_257359	6.908	0.0	4.372	0.0	13.81	0.0	0.8625	11.89	0.0	15.42	0.0	0.0	17.05	11.04	4.883	13.65	0.0	10.35	0.0	12.11	13.73	0.0
contig_257386	17.84	0.6353	15.15	0.3895	36.51	31.4	3.62	26.05	0.0982	35.54	0.1291	0.0	38.49	25.77	0.0	16.84	0.0	17.41	144.7	18.65	23.62	14.24
contig_257404	27.01	0.2437	8.175	0.0	18.75	0.5677	1.31	13.43	0.0	15.32	0.0	70.75	12.46	10.22	0.1383	17.69	0.1883	15.72	0.0	9.644	15.28	0.0
contig_257409	8.123	0.0	3.246	0.281	10.92	0.0	2.317	18.54	0.0	20.01	0.0	0.0	21.33	15.13	0.0	4.985	0.0	6.944	0.0	2.991	11.23	0.0
contig_257414	29.77	0.0	3.964	0.7984	24.24	0.1124	3.89	80.18	0.1342	81.36	0.0	0.282	122.3	78.19	0.0	5.842	0.0	22.34	0.0	7.204	90.36	0.2345
contig_257426	2.299	2700.0	5.953	1.87	2.214	0.8824	0.3793	3.118	0.05548	1.666	0.07295	0.3496	1.161	7.694	0.0	2.098	0.0	5.556	0.1611	13.69	6.806	0.0
contig_257435	62.15	32.23	64.8	208.9	90.31	82.62	18.66	64.47	78.21	79.12	107.8	0.6239	68.43	61.57	18.11	51.7	168.4	49.85	71.43	49.32	64.16	82.48
contig_257436	26.34	0.0	5.942	0.3909	26.5	0.0	1.905	6.993	0.0	9.999	0.0	0.0	7.695	13.27	0.0	6.241	0.0	4.83	0.0	25.41	22.95	0.0
contig_257438	32.7	352.2	36.6	142.7	47.32	0.06183	12.19	42.19	0.1477	46.03	369.5	97.6	49.81	42.93	47.28	62.02	50.08	50.66	15.66	51.03	43.31	1.29
contig_257446	84.18	0.5185	19.57	0.0	99.16	0.7045	7.326	58.26	0.0	80.88	1.897	0.2526	72.47	52.8	0.2207	38.06	0.0	29.88	0.5236	28.68	53.07	9.241
contig_25745	4.704	0.0	0.0	0.0	3.543	0.0	2.439	22.43	0.0	14.43	0.0	0.0	15.3	7.159	0.1674	7.697	0.0	9.953	0.0	7.279	7.53	0.0
contig_257451	32.75	4.228	32.96	0.0	78.09	1.545	5.074	52.7	0.1153	45.3	1.517	0.0	42.61	39.2	0.0	27.08	0.5764	21.03	0.3349	21.91	31.53	26.39
contig_257456	14.16	0.0	9.307	0.4082	23.49	0.0	3.825	14.79	0.0	19.55	0.0	0.0	12.51	13.57	0.0	13.76	0.0	15.95	0.0	7.367	18.69	0.0
contig_25746	69.66	0.2329	2.799	0.1071	23.78	0.226	3.274	30.89	0.0	21.69	0.213	0.4537	21.08	15.09	0.06609	15.95	0.2698	19.26	0.0	17.39	36.87	0.1886
contig_257462	6.547	0.0	0.0	0.0	0.5198	0.2072	0.07357	2.508	0.0	17.77	0.0	0.0	4.382	10.09	0.1515	0.0	0.0	0.4458	0.0	0.0	21.63	0.0
contig_257478	12.81	0.0	1.377	0.0	16.5	0.2607	2.623	21.99	0.0	23.67	0.0	0.0	37.84	22.44	0.0	74.75	0.1729	56.54	0.4521	70.86	61.96	0.1813
contig_25748	72.65	0.3197	2.413	0.147	21.54	0.1365	3.402	37.49	0.0593	26.27	0.07797	0.1557	28.01	19.8	0.06351	27.18	0.321	34.31	0.1076	32.75	48.13	0.1813
contig_257484	6.268	0.0	11.56	0.4271	19.15	0.0	0.2561	5.755	0.0	5.244	0.0	0.0	3.467	5.491	0.0	8.618	0.0	6.673	0.0	10.18	4.993	0.0
contig_257485	10.15	3.67	21.12	0.0	22.43	0.7542	1.518	27.85	0.0	38.67	144.4	0.0	24.65	24.91	0.0	24.65	0.0	20.41	0.0	25.44	22.92	0.0
contig_257493	19.28	0.0	2.12	0.0	9.233	0.184	2.319	24.2	0.0	21.85	0.0	0.0	30.51	27.64	0.1345	61.46	0.0	69.28	0.0	93.67	59.98	0.3839
contig_257501	42.96	0.3543	4.259	0.3258	45.15	0.0	2.222	30.73	0.0	37.93	0.0	0.0	42.45	63.89	0.0	4.84	0.4106	5.445	0.2385	33.69	18.01	0.0
contig_257510	20.69	0.0	4.532	0.0	18.58	0.0	2.235	59.09	0.2278	47.15	0.0	0.0	72.52	48.4	0.0	3.806	0.0	16.99	0.0	7.735	61.07	0.0
contig_257521	39.58	0.3659	4.705	0.0	39.03	0.3551	5.271	101.3	0.3394	90.96	0.0	0.0	144.9	92.0	0.05193	7.983	0.0	30.44	0.2464	5.917	93.92	0.0
contig_257555	7.473	0.7409	69.86	409.5	5.132	0.8628	136.1	8.862	0.0	13.01	0.1506	0.0	8.848	15.88	6.659	22.56	0.3816	14.19	0.4988	10.93	11.28	761.2
contig_257577	5.182	0.0	2.443	0.0	6.881	0.0	1.054	11.39	0.0	14.96	0.0	0.0	11.42	11.23	0.0	13.19	0.0	14.6	0.0	5.857	9.787	0.0
contig_257607	10.15	0.0	6.517	0.0	13.74	0.0	2.053	16.78	0.0	17.79	0.0	0.0	18.21	13.88	0.0	5.721	0.0	9.16	0.0	7.348	12.18	0.0
contig_257627	37.72	0.0	1.424	0.0	21.59	0.0	0.7411	3.022	0.0	2.875	0.0	0.0	5.491	2.498	0.0	1.615	0.2186	11.53	0.0	9.27	21.17	0.0
contig_257638	10.56	0.0	22.3	0.0	14.78	3.644	1.941	21.66	0.0	22.96	0.0	0.0	24.0	29.67	0.7327	22.58	0.3626	17.8	0.0	15.18	21.87	0.0
contig_257641	95.31	0.6516	24.17	0.0	93.8	0.0	2.006	15.78	0.1007	22.72	0.3973	0.0	21.97	19.93	0.0	8.06	0.1678	7.62	0.2925	38.91	22.96	0.0
contig_257668	7.383	0.0	5.45	0.0	22.74	0.2803	1.593	7.944	0.0	6.318	0.0	0.0	12.53	7.228	0.0	14.13	0.0	7.178	0.0	13.83	6.065	0.0
contig_257672	7.556	0.0	3.646	0.0	26.04	0.0	0.6592	9.472	0.0	12.43	0.0	11.44	9.898	5.139	0.1234	5.23	0.0	9.515	0.0	2.497	9.445	0.0
contig_257697	3.431	0.0	5.324	0.0	4.417	0.0	0.2501	6.006	0.1052	8.96	0.0	0.0	3.47	10.29	0.0	5.363	0.0	5.91	0.0	6.561	3.657	0.0
contig_257701	0.6237	0.0	0.2436	0.0	4.245	0.0	0.6608	5.678	0.0	5.986	0.0	0.0	7.237	15.66	0.1237	6.752	0.0	9.61	0.0	6.304	4.099	1.589
contig_257705	3.635	0.0	0.4211	0.0	2.152	0.0	0.4984	4.312	0.0	5.273	0.0	0.0	8.547	2.992	0.0	18.92	0.0	18.73	0.0	18.91	17.21	0.0
contig_257709	181.0	1.159	7.648	0.4264	82.13	0.63	17.45	159.1	0.4301	165.8	0.4241	0.2259	193.3	150.3	0.5264	305.2	1.433	301.7	1.405	319.1	288.1	1.503
contig_257729	10.73	0.0	8.331	0.0	16.9	0.0	2.759	15.01	0.0	28.21	0.0	0.0	25.81	17.39	0.0	9.341	0.0	12.48	0.0	6.814	16.54	0.0
contig_257731	34.47	0.0	19.25	0.2328	55.72	0.0	3.455	24.33	0.0	28.48	0.0	0.0	19.56	19.55	0.0	13.11	0.3911	18.44	0.3408	10.45	26.19	0.0
contig_257733	21.29	0.8442	10.54	0.0	32.62	0.0	2.676	15.87	0.0	23.93	0.3432	0.0	17.96	11.89	0.0	10.1	0.0	15.61	0.0	9.698	18.91	0.4559
contig_257770	5.728	0.0	3.663	0.0	24.87	0.0	0.8098	5.212	0.0	11.31	0.0	0.0	11.8	7.692	0.0	4.791	0.1745	6.416	0.0	6.921	13.46	0.0
contig_25778	7.611	0.3838	26.5	0.1765	9.875	0.07449	2.222	26.19	0.0	21.41	0.0	0.1869	15.47	50.27	0.0	46.2	0.0	23.24	0.1292	33.27	15.56	0.1554
contig_257781	11.6	0.0	93.01	0.0	59.48	0.0	0.6108	20.25	0.0	14.26	0.0	0.0	16.95	20.46	0.1257	27.01	0.3423	21.24	0.0	42.13	23.12	0.0
contig_257803	0.6301	0.0	0.0	0.0	1.001	0.0	0.5159	13.35	0.0	6.958	0.0	0.0	10.52	12.49	0.125	0.0	0.0	0.2942	0.0	0.3746	0.6902	0.0
contig_257855	10.94	0.3075	6.532	0.0	18.87	0.0	2.331	14.19	0.0	23.26	0.0	0.0	17.9	12.31	0.0	5.015	0.7126	10.07	0.414	4.579	14.74	0.4981
contig_257921	15.88	0.0	14.22	0.2052	26.01	0.08661	2.092	23.16	0.0	32.58	0.2721	0.0	21.15	17.8	0.0	16.65	0.0	25.42	0.0	26.68	18.49	0.3615
contig_257936	107.0	194.9	358.5	599.4	172.0	100.9	58.64	152.3	256.5	179.8	178.9	27.82	179.7	204.9	140.8	242.2	563.8	217.2	761.2	209.3	199.3	296.1
contig_257938	6.483	0.0	0.7491	0.0	2.683	0.0	0.06157	6.869	0.0	4.454	0.0	0.0	0.75	3.379	0.0	20.4	0.0	11.71	0.0	5.701	5.801	0.0
contig_257939	9.443	2.935	3.829	0.3599	9.34	0.0	2.644	15.3	0.4538	20.55	283.2	0.1906	15.26	8.328	0.0	10.21	0.1512	15.69	0.0	8.909	18.06	0.0
contig_257947	2.291	0.0	1.09	0.0	2.689	0.0	0.0	1.249	0.0	1.742	0.0	0.0	2.909	1.459	0.0	4.172	0.0	9.035	0.0	1.866	8.293	0.0
contig_257949	19.02	0.4373	26.32	0.134	32.94	0.0	2.612	23.04	0.0	27.21	0.0	0.0	34.38	32.4	0.0	27.88	0.0	25.72	0.0	35.54	25.99	0.1181
contig_257950	60.13	153.1	53.35	127.6	90.34	36.61	12.17	69.22	56.9	97.81	107.4	1.089	97.75	62.98	4.757	48.48	65.43	77.36	124.3	58.48	102.3	24.26
contig_257952	28.72	1.122	176.8	0.0	98.93	0.0	1.701	54.83	0.0	45.93	0.0	0.0	35.09	66.77	0.0	70.91	0.52	50.38	0.0	76.57	55.28	0.0
contig_257996	2.386	0.0	4.391	0.0	3.351	0.0	0.433	5.752	0.0	4.306	0.0	0.0	11.72	5.517	0.0	15.37	0.3467	9.896	0.0	9.929	16.99	0.0
contig_258003	30.78	0.5173	55.24	62.56	54.34	114.0	10.59	45.42	26.27	51.78	165.3	132.3	49.23	49.66	47.86	41.13	50.15	43.47	0.5224	42.04	45.65	38.13
contig_258019	90.71	0.0	6.408	0.62	50.28	0.08724	9.387	102.4	0.0	110.5	0.0	0.0	124.1	113.5	0.4465	177.6	1.563	158.3	0.1513	166.9	149.2	0.0
contig_258022	195.2	806.2	297.5	3.75	413.8	1048.0	30.88	280.3	0.8274	363.8	100.4	1.986	355.2	324.5	228.8	328.5	2.953	282.0	1.201	283.7	307.1	239.7
contig_258023	32.26	1.052	19.55	0.2418	74.95	0.0	4.059	37.63	0.0	53.13	0.3206	186.0	51.03	35.56	0.0	22.94	0.0	24.95	0.0	14.21	38.75	0.0
contig_258024	103.9	2.411	31.0	1.663	101.0	0.117	7.934	68.35	0.1397	99.44	0.0	4.99	89.63	62.98	0.3421	60.82	0.2328	49.63	0.0	20.77	142.0	4.15
contig_258027	3.594	0.0	2.646	0.0	8.854	0.08749	0.06214	7.799	0.0	9.838	0.0	0.0	4.542	6.252	0.0	4.411	0.0	6.853	0.0	3.452	9.793	0.0
contig_258033	6.332	0.6733	26.91	0.0	17.05	4.051	1.763	26.17	0.0	29.26	0.0	0.0	26.76	26.42	0.0	30.61	0.0	17.43	0.6799	12.6	17.64	0.0
contig_258035	0.4061	0.4966	0.1388	0.0	0.1612	0.0	0.3423	7.531	0.0	2.429	0.0	0.0	12.05	17.3	0.0	20.86	0.0	13.69	0.0	16.48	10.79	0.0
contig_258042	8.592	0.0	1.01	0.0	19.29	0.0	0.8409	8.108	0.0	12.75	0.0	0.0	11.05	7.193	0.0	3.317	0.0	5.133	0.1521	1.923	8.299	0.0
contig_258054	167.1	625.3	584.0	1034.0	356.6	242.4	83.15	259.5	426.3	282.5	443.9	147.2	239.1	329.0	402.3	338.2	904.0	314.7	1401.0	325.4	265.3	448.6
contig_258071	32.17	0.0	1.157	0.0	17.33	0.0	0.2537	2.162	0.0	2.251	0.0	0.0	2.661	1.16	0.0	1.219	0.0	3.382	0.0	6.166	11.44	0.0
contig_258073	13.07	0.2686	11.71	0.0	26.6	22.73	2.407	17.33	0.0	22.44	0.1638	0.0	17.95	11.09	0.0	8.873	0.0	12.39	0.0	4.343	13.48	0.0
contig_258082	9.804	0.4567	34.72	0.0	14.75	0.0	1.826	15.51	0.0	19.33	0.0	0.0	20.79	13.82	0.0	24.58	0.0	23.04	0.0	21.37	18.0	0.0
contig_258093	3.813	0.0	0.0	0.0	6.719	0.0	1.975	8.064	0.3164	12.24	0.0	0.0	16.04	12.47	0.0	21.23	0.3513	22.41	0.0	21.67	19.66	0.1842
contig_258115	5.863	100.8	12.98	0.8372	12.27	0.08835	1.098	13.13	0.2111	17.73	0.0	0.0	15.88	16.79	0.06459	14.2	0.0	11.03	0.0	13.46	10.3	0.1844
contig_258129	6.794	0.0	6.362	0.0	16.48	0.0	1.537	14.58	0.0	10.96	0.0	5.543	12.49	11.98	0.0	13.09	0.0	11.48	0.0	18.69	5.913	17.33
contig_258137	14.57	154.0	21.33	0.8454	29.93	132.0	2.788	28.87	0.4264	32.69	0.1402	93.59	31.65	30.5	0.0	29.52	0.0	22.04	0.0	20.83	30.47	0.0
contig_258141	3.027	0.0	0.4005	0.0	5.505	6.489	0.3621	4.183	0.0	6.381	0.0	0.0	5.437	7.98	0.0	6.719	0.0	4.947	0.0	3.251	4.707	0.0
contig_258150	4.017	1.827	6.641	0.0	8.826	0.0	0.7872	8.49	0.0	10.66	0.0	72.77	12.11	8.785	0.0	22.36	0.0	18.39	0.0	12.15	15.96	0.3701
contig_258174	26.51	1.826	26.29	0.0	36.39	0.0	2.926	26.13	0.1058	33.93	0.0	219.0	33.14	31.37	0.1943	21.78	0.1763	34.32	0.0	24.18	34.45	0.0
contig_258191	22.96	0.4758	12.37	0.0	19.93	0.0	1.377	13.21	0.0	21.75	0.0	0.0	19.35	8.099	0.0	8.439	0.0	13.99	0.0	5.263	17.9	0.0
contig_258238	5.084	195.0	84.69	0.0	4.709	0.0	0.3491	6.098	0.2135	5.891	0.0	0.0	8.077	19.96	0.0	10.51	0.0	16.46	0.0	19.1	13.92	0.0
contig_258248	5.864	0.2313	45.25	0.0	9.537	0.0	1.02	14.13	0.0	12.27	0.0	0.0	16.4	10.5	0.0	18.96	0.0	12.21	0.0	9.939	11.29	0.0
contig_258251	12.91	0.5219	36.33	0.0	40.16	0.0	0.6115	19.51	0.121	19.84	0.0	0.0	9.739	20.32	0.0	25.86	0.0	23.8	0.0	30.31	22.21	0.0
contig_258307	4.646	0.0	4.234	0.0	10.68	0.0	0.3263	8.595	0.0	3.83	0.0	0.0	2.12	7.759	0.0	4.536	0.0	4.349	0.0	9.164	3.711	0.0
contig_258357	5.345	0.0	2.479	0.0	5.835	0.09061	0.6757	12.26	0.0	10.28	0.0	0.0	11.5	12.21	4.041	12.75	0.0	12.71	0.3143	9.732	13.17	0.0
contig_258372	34.57	0.0	29.07	156.5	41.31	9.923	5.286	30.03	0.0	40.12	12.58	0.283	36.64	36.72	10.14	38.85	0.0	38.53	10.95	40.04	29.28	7.765
contig_258393	64.3	35.4	141.8	0.0	103.8	0.1321	1.783	41.29	0.3157	47.77	0.0	0.9947	29.34	31.65	0.0966	46.49	0.0	29.57	0.2291	67.63	32.47	0.5514
contig_258397	21.05	0.0	19.23	0.0	44.75	0.0	2.226	23.19	0.0	27.91	0.0	0.0	31.96	24.93	0.0	24.04	0.0	23.77	0.0	31.56	29.77	0.3791
contig_258399	29.52	0.0	20.52	0.0	62.5	0.0	12.21	37.73	0.0	47.89	0.0	0.0	41.2	29.56	0.0	15.68	0.1916	27.68	68.47	13.09	37.11	0.2009
contig_258424	5.377	0.0	8.702	0.0	8.365	0.0	0.8879	11.35	0.0	14.85	0.0	0.0	14.12	10.49	0.0	6.894	0.0	19.64	0.0	9.135	21.88	0.0
contig_258431	7.25	0.2429	1.494	0.0	6.939	0.0	1.473	13.59	0.2253	13.44	0.0	0.0	18.4	10.72	0.1379	4.358	0.0	1.623	0.0	11.37	9.138	0.0
contig_258435	2.898	0.2444	3.552	0.0	6.665	0.0	0.2695	4.28	0.0	9.747	0.298	0.0	7.022	5.238	0.0	7.174	30.96	11.43	0.0	4.159	6.02	0.0
contig_258453	3.836	0.0	0.276	0.0	3.286	0.1916	0.7486	18.35	0.0	12.08	0.0	0.0	24.05	14.4	0.0	0.7046	0.0	4.619	0.0	1.47	9.288	0.0
contig_258464	20.88	0.0	2.775	0.0	17.42	0.1835	2.705	66.85	0.0	57.46	0.0	0.4605	92.72	59.98	0.0	4.627	0.0	17.85	0.0	4.928	72.74	0.383
contig_258468	25.46	0.0	12.79	0.0	47.18	0.1831	5.235	24.08	0.2188	27.61	0.0	0.0	21.92	17.4	0.0	36.16	0.0	19.55	0.0	25.39	23.46	0.0
contig_258475	21.6	0.0	0.9227	0.0	20.21	0.0	0.78	13.4	0.0	8.784	0.0	0.0	11.7	12.26	0.1338	6.153	0.3643	3.86	0.0	8.728	10.77	0.0
contig_258490	17.66	1.416	30.87	0.651	24.82	0.6412	2.895	34.68	0.766	37.74	1223.0	0.6897	26.6	40.47	0.1339	26.08	0.3646	32.01	0.0	32.83	32.13	0.0
contig_258498	5.967	0.1737	1.263	0.0	3.61	0.0	0.8621	9.426	0.08057	10.0	0.0	0.0	11.22	11.28	0.0	5.313	0.0	6.443	0.0	3.696	10.89	0.0
contig_258501	11.11	0.0	92.8	0.0	21.89	0.0	3.306	27.55	0.0	34.09	0.0	0.0	29.14	27.89	0.0	29.99	0.0	31.96	0.3588	37.64	20.29	0.0
contig_258514	33.12	0.0	24.91	0.266	58.8	0.0	4.985	46.1	0.0	55.52	0.7056	0.0	48.8	34.56	0.3284	50.84	0.0	42.33	0.0	29.54	49.24	0.0
contig_258525	28.37	5.374	45.61	0.6738	59.72	1.233	7.744	40.07	577.1	54.69	0.7447	0.0	52.87	50.51	0.6239	76.39	759.3	51.41	12.66	58.3	70.68	240.4
contig_258527	26.58	0.0	7.293	0.4362	39.35	0.0	3.008	23.0	0.0	35.26	0.0	0.0	32.04	18.32	0.0	14.12	0.0	22.35	0.0	8.578	26.67	0.0
contig_258571	31.84	0.0	96.98	0.0	49.28	0.09565	2.004	42.64	0.2286	37.18	0.1503	0.2401	27.31	50.49	0.0	59.08	0.1904	31.62	0.0	59.66	33.55	0.0
contig_258613	8.576	0.0	0.0	0.0	9.569	0.0	0.0	12.83	0.0	0.0	0.3456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2412	0.0	0.0
contig_258617	6.966	0.0	3.219	0.0	15.66	0.0	1.191	10.25	0.0	11.11	0.0	0.0	12.45	7.261	0.0	7.24	0.0	6.574	0.0	3.165	9.351	0.0
contig_258626	5.301	8.882	9.931	7.064	7.56	0.0	0.6287	6.666	0.0	5.781	0.1464	0.9354	7.077	12.18	93.47	32.79	0.0	19.49	0.4848	21.14	8.924	31.5
contig_258646	7.612	0.0	1.189	0.0	6.303	0.0	0.6599	9.884	0.0	13.41	0.3243	0.0	7.245	9.306	0.0	0.976	0.0	0.8886	0.0	7.581	1.31	0.0
contig_258655	96.82	0.9694	10.3	0.6686	52.32	0.0	11.09	106.8	0.1124	103.7	0.0	0.2361	126.0	117.6	0.7566	221.4	0.5616	209.1	0.3263	223.1	228.5	0.7852
contig_258656	17.02	0.2406	3.766	0.4424	13.36	0.0	2.222	39.46	0.0	37.93	0.0	0.0	61.05	26.39	0.0	5.984	0.0	15.35	0.6478	7.779	58.83	0.0
contig_258759	25.24	0.0	0.0	0.0	0.9734	0.0	0.3444	8.859	0.0	0.4701	0.0	0.0	1.305	0.9451	0.0	0.0	0.0	0.08348	0.0	0.1063	0.0	0.0
contig_258765	11.18	0.2462	10.32	0.0	15.03	0.09557	1.324	9.045	0.0	14.18	0.1501	0.0	14.15	8.77	0.0	5.522	0.0	11.27	0.0	3.352	11.36	0.0
contig_258777	19.43	0.0	11.16	0.0	25.23	0.0	1.846	15.59	0.0	18.67	0.0	0.0	19.79	10.84	0.0	10.92	0.4057	21.4	0.1768	7.932	24.34	0.0
contig_258784	2.698	0.0	0.0	0.0	1.745	0.1897	0.5726	10.86	0.0	5.701	0.0	0.0	13.13	9.706	0.0	0.3986	0.0	5.634	0.329	0.2079	8.866	0.0
contig_258790	0.5336	0.0	6.419	0.0	2.457	0.0	0.6475	7.024	0.0	11.1	0.0	1.271	10.52	13.49	0.4444	8.619	0.0	11.16	0.0	2.887	3.156	0.0
contig_258812	26.35	0.0	0.0	0.0	0.3182	0.0	0.2364	8.164	0.0	0.6454	0.2988	0.0	0.4572	0.0	0.0	0.1998	0.0	0.1637	0.0	0.0	0.2195	0.0
contig_258824	3.892	0.8651	1.451	0.0	3.839	0.5597	0.7951	17.0	0.4012	18.12	0.5275	0.0	32.18	14.45	0.0	6.585	0.0	2.987	0.0	2.577	4.909	0.0
contig_258847	5.185	60.76	9.305	0.0	11.15	0.0	0.5827	8.013	0.0	11.33	0.0	0.0	6.606	10.91	0.0	10.66	0.2041	11.56	214.5	10.9	6.627	0.0
contig_258859	16.77	0.0	11.35	0.1762	21.46	0.0	1.083	13.91	0.0	17.16	0.4673	0.0	13.16	10.33	0.2175	8.203	0.0	9.282	0.0	8.641	11.5	0.0
contig_258893	7.916	0.0	14.9	0.0	7.347	0.0	0.104	5.048	0.0	10.12	0.0	0.0	5.911	4.201	0.0	8.817	0.3884	8.484	117.1	5.242	15.43	0.0
contig_258896	11.13	0.0	20.37	0.0	14.67	2.713	1.136	16.0	0.0	18.41	0.9132	0.0	15.37	15.03	1.488	31.66	0.1928	21.1	0.0	26.02	17.44	0.0
contig_258909	8.731	0.0	18.32	0.9133	25.63	90.69	1.643	19.41	0.1151	25.97	118.4	0.0	23.17	18.47	0.1409	15.19	0.0	16.51	148.4	13.2	27.8	0.6034
contig_258923	98.76	8.544	192.8	581.7	139.4	63.41	64.09	105.3	284.8	147.2	337.0	2.448	123.0	149.5	254.8	139.3	666.7	130.7	467.8	112.0	110.3	258.3
contig_258930	17.82	0.2491	1.392	0.0	16.42	0.6768	0.06867	0.9576	0.0	2.156	0.0	0.4853	1.859	1.492	0.07069	0.0	0.1924	0.3329	0.0	1.06	0.4462	0.0
contig_258994	16.61	0.0	0.2892	0.0	3.359	0.0	0.3566	6.741	0.0	4.964	0.0	0.0	6.082	3.995	0.0	6.645	0.0	8.642	0.0	8.474	10.66	0.0
contig_259018	3.546	0.2223	13.42	0.0	4.764	15.02	0.5517	3.609	0.0	10.54	0.0	0.0	8.795	4.275	0.0	12.42	0.0	12.63	0.0	9.649	9.859	0.0
contig_259042	20.31	0.0	2.975	0.466	16.86	0.0	1.397	10.5	0.0	14.68	0.0	0.0	12.01	17.49	0.0	2.273	0.0	1.862	0.0	22.31	12.94	0.0
contig_259064	15.89	0.0	9.086	0.0	12.45	0.0	0.6651	10.2	0.0	11.56	0.0	0.0	14.22	8.485	0.0	15.12	0.0	13.24	0.0	13.51	11.6	0.0
contig_259075	5.727	0.0	4.698	0.0	11.0	0.0	1.193	11.42	0.0	13.51	0.0	0.0	14.16	13.57	0.0	9.449	0.0	14.72	0.1714	10.83	10.04	0.0
contig_259087	8.217	0.0	12.93	0.0	16.09	0.0	1.442	12.58	0.0	9.323	0.3357	0.0	14.38	16.83	0.3906	15.49	0.0	11.4	0.0	31.62	14.67	0.0
contig_259096	18.23	1.486	14.54	0.3416	21.89	0.5046	3.61	41.65	0.0	55.84	0.7927	0.5428	53.37	57.14	0.0	43.7	107.5	24.76	0.3751	27.18	24.46	83.64
contig_259114	10.47	0.0	6.23	0.0	20.93	0.0	1.37	11.06	0.0	9.86	0.0	0.0	9.104	8.07	0.0	11.91	0.0	10.26	0.0	6.663	17.4	0.0
contig_259129	12.81	0.0	14.04	1.14	16.81	0.0	2.009	14.83	0.0	20.07	0.0	91.21	19.79	16.03	0.08799	15.93	0.0	17.71	0.0	23.09	15.69	0.0
contig_259178	5.291	0.0	0.4429	0.0	15.0	0.0	0.8736	4.851	0.0	6.956	0.0	0.0	9.756	4.745	0.1499	1.723	0.0	2.558	0.0	3.146	5.796	0.0
contig_259211	8.065	0.0	5.513	0.2386	15.42	0.0	2.039	11.75	0.0	18.85	0.0	0.0	15.88	14.32	0.0	6.772	0.0	8.41	0.0	6.514	7.207	0.4204
contig_259230	23.22	0.0	49.25	563.9	38.44	0.5343	1.992	40.14	0.3192	48.95	31.27	1.341	45.85	56.63	15.24	59.08	0.0	43.35	0.4634	64.13	40.54	1.115
